//use: NPCid - x y plane (optional: MapAreaName canBeAttackFromOutOfArea?)
//Hans spawned by andreas
0 - 3221 3223 0
//Giant spider spawned by andreas
//Giant spider spawned by andreas
4400 - 2152 5269 0
//Giant spider spawned by andreas
4400 - 2142 5252 0
//Giant spider spawned by andreas
4400 - 2146 5252 0
//Giant spider spawned by andreas
4400 - 2147 5257 0
//Giant spider spawned by andreas
4400 - 2145 5257 0
//Giant spider spawned by andreas
4400 - 2144 5254 0
//Catablepon spawned by andreas
4399 - 2159 5283 0
//Catablepon spawned by andreas
4399 - 2163 5283 0
//Catablepon spawned by andreas
4399 - 2162 5281 0
//Catablepon spawned by andreas
4398 - 2123 5302 0
//Catablepon spawned by andreas
4398 - 2120 5299 0
//Catablepon spawned by andreas
4398 - 2120 5291 0
//Catablepon spawned by andreas
4399 - 2132 5302 0
//Catablepon spawned by andreas
4399 - 2128 5305 0
//Giant spider spawned by andreas
4400 - 2148 5306 0
//Giant spider spawned by andreas
4400 - 2146 5306 0
//Giant spider spawned by andreas
4400 - 2149 5304 0
//Giant spider spawned by andreas
4400 - 2151 5308 0
//Giant spider spawned by andreas
4400 - 2153 5305 0
//Catablepon spawned by andreas
4399 - 2165 5301 0
//Catablepon spawned by andreas
4399 - 2166 5305 0
//Catablepon spawned by andreas
4399 - 2169 5304 0
//Catablepon spawned by andreas
4399 - 2168 5299 0
//Catablepon spawned by andreas
4399 - 2159 5297 0
//Catablepon spawned by andreas
4399 - 2163 5300 0
//Scorpion spawned by andreas
4402 - 2171 5288 0
//Scorpion spawned by andreas
4402 - 2171 5286 0
//Scorpion spawned by andreas
4402 - 2170 5280 0
//Scorpion spawned by andreas
4402 - 2172 5275 0
//Giant spider spawned by andreas
4400 - 2152 5270 0
8645 - 2362 5212 0
//Shade spawned by andreas
8645 - 2360 5211 0
//Shade spawned by andreas
8645 - 2357 5215 0
//Shade spawned by andreas
//Ghost spawned by andreas
5371 - 2355 5196 0
//Ghost spawned by andreas
5371 - 2355 5192 0
//Ghost spawned by andreas
5371 - 2357 5189 0
//Ghost spawned by andreas
5371 - 2353 5188 0
//Ghost spawned by andreas
5371 - 2350 5189 0
//Skeleton spawned by andreas
4384 - 2345 5195 0
//Skeleton spawned by andreas
4384 - 2348 5198 0
//Skeleton spawned by andreas
4384 - 2350 5197 0
//Skeleton spawned by andreas
4384 - 2353 5201 0
//Skeleton spawned by andreas
4384 - 2354 5196 0
//Skeleton spawned by andreas
4384 - 2333 5200 0
//Skeleton spawned by andreas
4384 - 2329 5202 0
//Skeleton spawned by andreas
4384 - 2326 5203 0
//Skeleton spawned by andreas
4384 - 2324 5200 0
//Skeleton spawned by andreas
4384 - 2328 5200 0
4383 - 2325 5197 0
4383 - 2323 5199 0
//Ankou spawned by andreas
4383 - 2321 5199 0
//Ankou spawned by andreas
4383 - 2325 5205 0
//Ankou spawned by andreas
4383 - 2326 5209 0
//Ankou spawned by andreas
4383 - 2327 5195 0
//Ankou spawned by andreas
//Ankou spawned by andreas
//Skeleton spawned by andreas
4384 - 2310 5188 0
//Skeleton spawned by andreas
4384 - 2310 5190 0
//Skeleton spawned by andreas
4384 - 2312 5193 0
//Skeleton spawned by andreas
4384 - 2313 5189 0
//Ankou spawned by andreas
4383 - 2321 5221 0
//Ankou spawned by andreas
4383 - 2323 5223 0
//Ankou spawned by andreas
4383 - 2325 5225 0
//Ankou spawned by andreas
4383 - 2327 5225 0
//Ankou spawned by andreas
4383 - 2328 5229 0
//Ankou spawned by andreas
4383 - 2319 5219 0
//Ghost spawned by andreas
5371 - 2317 5229 0
//Ghost spawned by andreas
5371 - 2319 5229 0
//Ghost spawned by andreas
5371 - 2321 5233 0
//Ghost spawned by andreas
5371 - 2323 5237 0
//Ghost spawned by andreas
5371 - 2323 5228 0
//Ghost spawned by andreas
5371 - 2314 5227 0
//Ankou spawned by andreas
4383 - 2361 5240 0
//Ankou spawned by andreas
4383 - 2360 5242 0
//Ankou spawned by andreas
4383 - 2358 5242 0
//Ankou spawned by andreas
4383 - 2356 5239 0
//Ankou spawned by andreas
4383 - 2359 5238 0
//Ankou spawned by andreas
4383 - 2358 5245 0
//Zombie spawned by andreas
73 - 3086 9673 0
//Zombie spawned by andreas
73 - 3088 9672 0
//Zombie spawned by andreas
73 - 3095 9673 0
//Zombie spawned by andreas
73 - 3101 9673 0
//Zombie spawned by andreas
73 - 3111 9670 0
//Zombie spawned by andreas
73 - 3121 9673 0
//Zombie spawned by andreas
75 - 3124 9666 0
//Zombie spawned by andreas
75 - 3122 9662 0
//Zombie spawned by andreas
75 - 3124 9654 0
//Zombie spawned by andreas
75 - 3121 9651 0
//Zombie spawned by andreas
75 - 3119 9646 0
//Zombie spawned by andreas
75 - 3116 9645 0
//Minotaur spawned by andreas
4406 - 1895 5194 0
//Cockroach soldier spawned by andreas
7160 - 3157 4277 3
//Cockroach soldier spawned by andreas
7160 - 3150 4277 3
//Lesser demon spawned by andreas
4696 - 2844 9558 0
83 - 3295 3878 0
//Greater demon spawned by andreas
83 - 3299 3897 0
//Greater demon spawned by andreas
83 - 3283 3893 0
//Greater demon spawned by andreas
//Greater demon spawned by andreas
83 - 3307 3873 0
//Greater demon spawned by andreas
83 - 3281 3879 0
//Ankou spawned by andreas
4383 - 2972 3754 0
//Ankou spawned by andreas
4383 - 2974 3750 0
//Ankou spawned by andreas
4383 - 2980 3749 0
//Ankou spawned by andreas
4383 - 2986 3751 0
//Ankou spawned by andreas
4383 - 2988 3756 0
//Ankou spawned by andreas
4383 - 2983 3758 0
//Ankou spawned by andreas
4383 - 2974 3752 0
//Ankou spawned by andreas
4383 - 2971 3748 0
//Ankou spawned by andreas
4383 - 2969 3740 0
//Ankou spawned by andreas
4383 - 2975 3738 0
//Ankou spawned by andreas
4383 - 2981 3737 0
//Ankou spawned by andreas
4383 - 2987 3741 0
//Moss giant spawned by andreas
112 - 3144 3827 0
//Moss giant spawned by andreas
112 - 3141 3817 0
//Moss giant spawned by andreas
112 - 3141 3809 0
//Moss giant spawned by andreas
112 - 3141 3789 0
//Fishing spot spawned by andreas
328 - 3110 3434 0
//Fishing spot spawned by andreas
328 - 3104 3424 0
//Fishing spot spawned by andreas
327 - 3086 3228 0
//Fishing spot spawned by andreas
327 - 3246 3157 0
//Fishing spot spawned by andreas
327 - 3245 3152 0
//Fishing spot spawned by andreas
327 - 3267 3148 0
//Fishing spot spawned by andreas
327 - 3275 3140 0
//Fishing spot spawned by andreas
312 - 2923 3179 0
//Fishing spot spawned by andreas
312 - 2924 3181 0
//Fishing spot spawned by andreas
312 - 2926 3180 0
//Border Guard spawned by andreas
925 - 3267 3226 0
43 - 3196 3272 0
43 - 3200 3272 0
43 - 3201 3268 0
43 - 3203 3266 0
43 - 3207 3268 0
43 - 3197 3263 0
43 - 3208 3272 0
//Sheep spawned by andreas
43 - 3196 3268 0
//Sheep spawned by andreas
//Sheep spawned by andreas
//Sheep spawned by andreas
//Sheep spawned by andreas
//Sheep spawned by andreas
//Sheep spawned by andreas
//Sheep spawned by andreas
//Lesser demon spawned by andreas
82 - 2839 3280 0
//Lesser demon spawned by andreas
4694 - 2835 3275 0
//Lesser demon spawned by andreas
4695 - 2830 3279 0
//Lesser demon spawned by andreas
4696 - 2833 3266 0
//Moss giant spawned by andreas
112 - 2826 3247 0
//Moss giant spawned by andreas
112 - 2829 3245 0
//Moss giant spawned by andreas
112 - 2833 3243 0
//Skeleton spawned by andreas
92 - 2846 3251 0
//Skeleton spawned by andreas
92 - 2844 3255 0
//Skeleton spawned by andreas
92 - 2852 3250 0
//Skeleton spawned by andreas
92 - 2845 3247 0
144 - 2848 3297 0
//King Scorpion spawned by andreas
144 - 2844 3297 0
//King Scorpion spawned by andreas
144 - 2844 3293 0
//King Scorpion spawned by andreas
//King Scorpion spawned by andreas
144 - 2847 3289 0
//King Scorpion spawned by andreas
144 - 2852 3304 0
//Karim spawned by andreas
543 - 3272 3181 0
//Ned spawned by andreas
918 - 3098 3257 0
//Aggie spawned by andreas
922 - 3082 3260 0
//Snake spawned by andreas
128 - 2893 3152 0
//Snake spawned by andreas
128 - 2883 3156 0
//Monkey spawned by andreas
132 - 2878 3159 0
//Monkey spawned by andreas
132 - 2882 3149 0
//Snake spawned by andreas
128 - 2879 3147 0
//Monkey spawned by andreas
132 - 2875 3164 0
//Monkey spawned by andreas
132 - 2880 3167 0
//Scorpion spawned by andreas
107 - 2868 3170 0
//Scorpion spawned by andreas
107 - 2870 3166 0
//Scorpion spawned by andreas
107 - 2866 3165 0
//Veronica spawned by andreas
285 - 3110 3329 0
//Mugger spawned by andreas
175 - 2996 9544 0
//Mugger spawned by andreas
175 - 2994 9548 0
//Mugger spawned by andreas
175 - 2998 9550 0
//Mugger spawned by andreas
175 - 3002 9547 0
//Pirate spawned by andreas
184 - 2993 9569 0
//Pirate spawned by andreas
184 - 2991 9573 0
//Pirate spawned by andreas
184 - 2989 9577 0
//Pirate spawned by andreas
183 - 2989 9581 0
//Pirate spawned by andreas
182 - 2995 9582 0
//Pirate spawned by andreas
184 - 2997 9578 0
//Pirate spawned by andreas
182 - 2998 9572 0
//Hobgoblin spawned by andreas
2685 - 3021 9583 0
//Hobgoblin spawned by andreas
2685 - 3024 9587 0
//Hobgoblin spawned by andreas
2685 - 3023 9579 0
//Hobgoblin spawned by andreas
2685 - 3019 9579 0
//Hobgoblin spawned by andreas
2685 - 3016 9581 0
//Hobgoblin spawned by andreas
2685 - 3013 9578 0
//Hobgoblin spawned by andreas
2685 - 3011 9580 0
//Hobgoblin spawned by andreas
2685 - 3019 9592 0
//Hobgoblin spawned by andreas
2685 - 3021 9591 0
//Ice warrior spawned by andreas
3073 - 3042 9576 0
//Ice warrior spawned by andreas
3073 - 3047 9581 0
//Ice warrior spawned by andreas
3073 - 3051 9582 0
//Ice warrior spawned by andreas
3073 - 3051 9588 0
//Ice warrior spawned by andreas
3073 - 3058 9571 0
//Ice warrior spawned by andreas
3073 - 3059 9567 0
//Ice warrior spawned by andreas
3073 - 3063 9577 0
//Ice warrior spawned by andreas
3073 - 3065 9584 0
//Ice warrior spawned by andreas
3073 - 3055 9587 0
//Ice giant spawned by andreas
3072 - 3061 9577 0
//Ice giant spawned by andreas
3072 - 3063 9571 0
//Ice giant spawned by andreas
3072 - 3059 9571 0
//Skeletal Wyvern spawned by andreas
3068 - 3063 9555 0
//Skeletal Wyvern spawned by andreas
3068 - 3065 9547 0
//Skeletal Wyvern spawned by andreas
3068 - 3061 9541 0
//Skeletal Wyvern spawned by andreas
3068 - 3050 9545 0
//Skeletal Wyvern spawned by andreas
3068 - 3045 9554 0
//Skeletal Wyvern spawned by andreas
3068 - 3050 9553 0
//Skeletal Wyvern spawned by andreas
3068 - 3043 9546 0
//Skeletal Wyvern spawned by andreas
3068 - 3037 9544 0
//Skeletal Wyvern spawned by andreas
3068 - 3029 9544 0
//Skeletal Wyvern spawned by andreas
3068 - 3035 9554 0
//Skeletal Wyvern spawned by andreas
3068 - 3026 9554 0
//Skeletal Wyvern spawned by andreas
3068 - 3034 9540 0
//Hairdresser spawned by andreas
598 - 2945 3380 0
//White Knight spawned by andreas
19 - 2977 3340 0
//White Knight spawned by andreas
19 - 2974 3345 0
//White Knight spawned by andreas
19 - 2970 3343 0
//White Knight spawned by andreas
19 - 2968 3339 0
//White Knight spawned by andreas
19 - 2962 3337 0
//White Knight spawned by andreas
19 - 2960 3339 0
//White Knight spawned by andreas
19 - 2958 3336 1
//White Knight spawned by andreas
19 - 2962 3342 1
//White Knight spawned by andreas
19 - 2971 3343 0
//Black Knight spawned by andreas
178 - 3021 3516 0
//Black Knight spawned by andreas
178 - 3022 3513 0
//Black Knight spawned by andreas
178 - 3027 3512 0
//Black Knight spawned by andreas
178 - 3029 3515 0
//Black Knight spawned by andreas
178 - 3023 3515 1
//Black Knight spawned by andreas
178 - 3018 3515 1
//Black Knight spawned by andreas
178 - 3023 3511 1
//Black Knight spawned by andreas
178 - 3028 3514 1
//Black Knight spawned by andreas
178 - 3026 3512 1
//Black Knight spawned by andreas
178 - 3010 3516 1
//Black Knight spawned by andreas
178 - 3009 3517 0
//Black Knight spawned by andreas
178 - 3014 3515 0
//White Knight spawned by andreas
19 - 2982 3342 2
//White Knight spawned by andreas
19 - 2984 3342 2
//White Knight spawned by andreas
19 - 2982 3339 2
//White Knight spawned by andreas
19 - 2977 3350 1
//White Knight spawned by andreas
19 - 2972 3350 1
//Guard spawned by andreas
9 - 2964 3394 0
//Guard spawned by andreas
9 - 2967 3391 0
//Guard spawned by andreas
9 - 2965 3389 0
//Guard spawned by andreas
9 - 2966 3397 0
//Fire wizard spawned by andreas
2709 - 3001 3271 0
//Water wizard spawned by andreas
2710 - 2998 3268 0
//Earth wizard spawned by andreas
2711 - 3000 3267 0
//Air wizard spawned by andreas
2712 - 3003 3267 0
//Shade spawned by andreas
8645 - 2358 5213 0
//Shade spawned by andreas
8645 - 2365 5217 0
//Diango spawned by andreas
970 - 3081 3247 0
//Ranged instructor spawned by andreas
1861 - 3207 3255 0
//Magic instructor spawned by andreas
4707 - 3213 3253 0
//Melee instructor spawned by andreas
705 - 3208 3251 0
//Fishing spot spawned by andreas
6267 - 3246 3155 0
//Fishing spot spawned by andreas
6267 - 3244 3150 0
//Hank spawned by andreas
8864 - 3195 3254 0
